,gameName,gameSize,COLDPOWER2021,CrocodileAgent2020,IS3,Mertacor2021,TUC_TAC,UTA_PTA2021,VidyutVanika
22,finals_2021_23,7,-309504.0609688544,17822.116952359105,-79671.07962099243,-108970.15438805186,568767.0652476788,0.0,-209475.33591982335
23,finals_2021_24,7,-347337.22794322856,-13893.070803343106,-153769.55946743485,52167.23615091416,440462.8859386257,-393420.7396282023,-57707.13183947686
24,finals_2021_25,7,31886.25839458315,26692.750880176445,-91807.66976008043,136180.0674851043,371063.4758721952,-426870.6673365732,307.9321165749684
25,finals_2021_26,7,-289096.0510871421,-141898.11734662377,-102392.59671480316,-130506.52766596864,-730100.4852737988,-45157.75083332901,-38704.00457329463
26,finals_2021_27,7,-120684.54323135431,41045.91302165238,-215499.50004523652,419435.6050617473,1295400.3262595432,0.0,352418.7865478327
27,finals_2021_28,7,32268.640058837995,-16322.058037263316,-132114.4479604252,-65114.16003807284,-731922.8290319747,-416549.7827232824,-248917.40561290525
28,finals_2021_29,7,-88992.25916972765,37858.51287793635,-53772.007444502975,-92566.58868885326,-185640.75130729467,-222993.8439284204,-602662.630757249
29,finals_2021_30,7,216789.77865366035,139921.91714691115,-50424.66576725917,121823.16798894716,1134762.1081627165,-383241.66656312585,710778.2614415445
30,finals_2021_31,7,64024.92679001307,53839.25643307387,-103455.69394369336,349610.0267190539,863469.1549607714,-177305.41876021744,65489.09920037696
31,finals_2021_32,7,-21269.48681361935,60527.08806014808,-127359.06347612003,225777.92662993903,572528.8056204086,-286583.45682081726,-7163.449326251028
32,finals_2021_33,7,54764.766851261775,33806.71690955179,-79670.00208469048,230387.00488358396,1205680.561899692,-212172.92542558743,239209.12635875924
33,finals_2021_34,7,-178283.81929153393,-8950.87374458552,-110462.74104963886,249753.6779929255,706430.5200502583,-176040.3586427184,-101568.25588673996
34,finals_2021_35,7,132895.61229498003,48130.73398038666,-54585.30141281644,297065.7663358014,1111294.92484503,-522640.60364615824,19133.60911167357
35,finals_2021_36,7,-96778.6411982694,117562.68430543032,-114228.6841447006,77788.64901419105,350644.08939040394,-782753.3199281507,360380.7591248235
36,finals_2021_37,7,-565490.9501129113,13746.640213399298,-184518.0706485176,150959.65021876883,-48027.29647680304,-493834.4334881874,-4496.548434302886
37,finals_2021_38,7,-158636.9938255508,18980.128843697737,-183135.00085400176,255807.8178260544,682906.2638323688,-851110.3639162281,409741.77238418977
38,finals_2021_39,7,108833.21475354437,14749.432609357467,-50350.66189883468,727954.5938147875,1019437.7778977252,-577256.3595771724,926689.2061027704
39,finals_2021_40,7,42224.161096225085,2297.251105315673,-93568.58176678208,502800.26823812985,1029816.360184598,-1260784.8976774355,800645.7914132916
40,finals_2021_41,7,-78337.41041397171,77152.47877221806,592617.3870648303,-144535.41696358492,-381853.7289467001,0.0,1192875.784119075
41,finals_2021_42,7,-729361.7358628206,-545902.8016367506,-65391.81940116554,-7780466.372515004,-3218858.627733247,-4846.402575682757,-78759.5182103378
42,finals_2021_43,7,-37043.545436486536,-243193.47250272924,-55316.14731931545,42660.24990463401,-862340.6779117802,-966864.2397272378,1383071.8910224333
43,finals_2021_44,7,10778.224692888602,-326181.1735960014,-68784.46696100224,-477995.8107503346,-2337465.3422890613,-185038.484559013,-131096.5647464417
44,finals_2021_45,7,-218349.2805618728,-23303.78148986496,-139757.12296237904,236597.02668291828,264940.2278942875,-491612.0499417641,82349.03532790608
45,finals_2021_46,7,-3000661.729115957,-521907.3624486021,-91598.689306514,-16985378.066839516,-3396311.119560269,-2103775.415301438,1591888.880241799
46,finals_2021_47,7,-405278.52069301775,61862.51061284015,-196446.5099087645,-209933.8879541142,126197.87569930984,-972346.3248386524,-955325.2954114204
47,finals_2021_48,7,-101365.48054788058,43347.85732193498,-75162.07994647147,289585.57088345446,1036775.497869049,-606272.7132252062,582003.8720067188
48,finals_2021_49,7,-177263.6597547134,38107.02915374867,-178201.24259343554,339337.4538580329,396405.4406119925,-1036567.1026571796,220214.8120208696
49,finals_2021_50,7,-31552.03772902811,193533.5806485716,-99859.8269335528,1116351.997274534,785928.8311138322,-973656.4238140692,-513008.9078954269
