,gameName,gameSize,COLDPOWER2021,CrocodileAgent2020,IS3,Mertacor2021,TUC_TAC,UTA_PTA2021,VidyutVanika
69,finals_2021_70,5,,630063.9368473459,-70149.78448864726,1645506.0266544663,,-1013232.360387478,2529659.4066406684
70,finals_2021_71,5,34225.492917817915,35094.606696472554,,843073.6844996909,,-432187.3877801247,289038.7498820881
71,finals_2021_72,5,190560.57578627465,295855.41313170025,-59075.47615042206,837586.9748635485,1377334.252660802,,
72,finals_2021_73,5,454089.26390364376,192379.21274267143,-50336.11699781815,,1663080.3547269965,-180141.59564680254,
73,finals_2021_74,5,0.0,,667134.8146106794,922991.0431078431,691621.5265106949,0.0,
74,finals_2021_75,5,,173820.6450767005,-102702.89947660571,-318256.4586197549,150408.6194252077,-107097.70192800526,
75,finals_2021_76,5,0.0,270973.26472984755,,130351.53513530016,1549198.547622403,0.0,
76,finals_2021_77,5,-261949.1625583779,683207.1783622071,-48674.46364789213,-68689.91201468166,,455109.9115365689,
77,finals_2021_78,5,-128407.33813736316,137406.97728947684,33416.61916720193,,964614.2381853712,,801359.3263949101
78,finals_2021_79,5,-141661.76505371372,,-165466.51640244236,438966.7300396657,1006639.51272152,,212767.54968414
79,finals_2021_80,5,,53528.30487064556,-17493.659370645597,404473.48409052537,505188.9678413247,,-37669.5534860494
80,finals_2021_81,5,-1012003.4300348668,-521813.9239630282,,-3565816.1873403466,-1798842.2484052966,,1322105.388158689
81,finals_2021_82,5,0.0,106965.22892645994,-119698.69724490186,1020478.51667655,,,302196.23354096967
82,finals_2021_83,5,-224571.79499668707,,-161118.383507339,,950709.6002605445,-135916.06048548338,478075.8355118592
83,finals_2021_84,5,,180349.69483384263,-68615.0700170524,,1983804.9719179964,-1077683.314588006,1930060.3409044875
84,finals_2021_85,5,91840.6566776244,61287.50681157348,,,489515.5810630374,-30224.43193468918,620041.1984532529
85,finals_2021_86,5,-6828739.304111167,-603127.0018470498,-59458.81826619235,,,-1100267.5651004964,-225055.3351401481
86,finals_2021_87,5,,,-75768.75327273921,484355.0439905332,529396.0199458665,-849459.222189111,1056356.7704081463
87,finals_2021_88,5,-105538.58589079758,,,383563.5349331615,1085089.092246418,-695802.5836540953,594267.7422443385
88,finals_2021_89,5,-98140.33182028038,,-158898.26779627174,781361.0215153752,,-131935.6463369831,351697.26373209024
89,finals_2021_90,5,,49579.78517995599,,-74577.88400436626,-116402.05897208504,-437968.1838136315,-477389.0066275079
90,finals_2021_91,5,,142325.16625573373,-124100.8617932831,1096803.4691302383,,-509374.19544797,1209963.7731979955
91,finals_2021_92,5,-183647.0297834214,243868.34108446108,,761446.0506184789,,-450875.175424247,1506156.6770540962
92,finals_2021_93,5,0.0,-50557.34095433577,49539.39010295485,54958.09333919775,63834.23749211666,,
93,finals_2021_94,5,1960059.3351472616,3815958.049239396,-134377.77982798242,,9340373.315092744,9983.020472726848,
94,finals_2021_95,5,0.0,,624539.6445769448,-360416.3802199979,137708.8528923678,0.0,
95,finals_2021_96,5,,303868.0908457804,-41617.66064279481,584049.044738043,911289.8171158344,-386141.90083838,
96,finals_2021_97,5,0.0,231588.17127552527,,1202405.014486075,1557622.619531887,-91199.22662888844,
97,finals_2021_98,5,0.0,284371.56633337936,-71827.11611541608,758996.7272081472,,-739277.3049241337,
98,finals_2021_99,5,-4084230.4281363697,-626290.7622723056,-379869.2132161293,,-3923169.697883068,,8550950.905259637
99,finals_2021_100,5,164836.2358950152,,-130867.90180539302,396612.0025626459,1029187.2992594052,,197948.87072965025
100,finals_2021_101,5,,183575.62714334097,-116758.93498155498,437992.9610771473,737018.6299869048,,941071.014550252
101,finals_2021_102,5,-105224.45464156252,11747.80513897215,,440976.0773689756,171362.93468119836,,96386.54949971256
102,finals_2021_103,5,0.0,-562371.7997383843,992317.0692676988,-1438203.5374527222,,,-440983.0826069591
103,finals_2021_104,5,69419.49712647514,,-85283.48612118958,,606038.152766295,-1198541.857275246,153139.4794360249
104,finals_2021_105,5,,46911.19629068117,-67665.91982136427,,446617.41074751527,-180142.5163840765,169533.26656561688
105,finals_2021_106,5,-68631.28614513775,18429.993885630407,,,398671.352066857,-38258.8118959602,395314.2990475936
106,finals_2021_107,5,-3047717.398653954,-604342.4590425285,-167928.097775444,,,-10470522.087057993,-250877.6987374082
107,finals_2021_108,5,,,-161395.98022801065,-5738151.632428481,-3758075.125156456,-1225256.3031996367,-213246.15893267465
108,finals_2021_109,5,0.0,,,614384.2998421562,635147.7152988692,-486639.124594106,804164.524963306
109,finals_2021_110,5,0.0,,-38931.519582615474,1903502.687838767,,-5176485.908478641,-451475.2971546397
110,finals_2021_111,5,,122810.91820789612,,498068.9530849394,928534.7433523644,-1042949.9820881436,1035576.3707705224
111,finals_2021_112,5,,27826.07765524656,-72533.13638206004,340412.3476372597,,-36045.87761459582,351413.2523316535
112,finals_2021_113,5,-289131.28137505875,23236.935895852326,,470552.3343580455,,-845728.8227762467,1012857.167732836
113,finals_2021_114,5,0.0,395488.34895878297,-96981.42130738847,1143456.891452958,1537361.0050956644,,
114,finals_2021_115,5,476829.7488613832,1562471.0093751503,-20384.49030717306,,3911570.034178983,91639.33623193056,
115,finals_2021_116,5,213863.47061162235,,-22744.97848312312,0.0,2606803.0881849867,571697.2917900329,
116,finals_2021_117,5,,443863.1826752765,-165100.37353883142,552349.6627988294,1253946.5604865972,-406601.9534968232,
117,finals_2021_118,5,-114342.8379102866,35518.806925618985,,-86615.42812946468,507891.7668813728,-27637.24205478071,
118,finals_2021_119,5,2284198.2799128527,9941258.219949074,324544.1746450959,0.0,,0.0,
119,finals_2021_120,5,16567.08291414021,76134.18210897666,-108068.88906456708,,777221.2125693923,,1115936.292594264
120,finals_2021_121,5,-132929.91327038186,,52148.02062680671,422623.5600156702,-1280.4183865407122,,-383357.24713364086
121,finals_2021_122,5,,-652388.2648052787,1199523.1124499743,-41589739.16406531,-3355545.996536704,,4948532.952009351
122,finals_2021_123,5,-79767.6157481404,117221.88122170522,,0.0,1107164.3740828938,,1374839.996068322
123,finals_2021_124,5,345675.1626397082,929257.800367517,15131.75968845529,0.0,,,3837141.4757756265
124,finals_2021_125,5,-145676.07038236153,,-137137.58639233166,,2324401.057347746,0.0,1783118.8903698598
125,finals_2021_126,5,,17658.901481540794,-48248.3177093036,,1001920.166826202,-277029.8521860779,-128406.15851827797
126,finals_2021_127,5,-1654626.8550333262,-526765.1705534299,,,2410656.142658089,-2916024.54561124,-123645.5981769478
127,finals_2021_128,5,209511.09685716665,-509534.9908185221,459697.4224297868,,,0.0,3574573.781162155
128,finals_2021_129,5,,,-158927.40036023912,293525.0655759007,288071.3689291195,-1711362.632981993,-231335.6147496517
129,finals_2021_130,5,231041.6425004107,,,-2308515.4784951606,-3138268.144247648,-6314174.562983284,2344.6358018076903
130,finals_2021_131,5,0.0,,-154888.26156621444,2987823.54470613,,-27424.859864879985,3818305.106987247
131,finals_2021_132,5,,-46833.73669934053,,279552.706312375,72599.54655927293,-282453.11565134535,806651.0373651171
132,finals_2021_133,5,,242948.8463196527,-166462.14009864174,893865.5049405084,,-582275.8967492422,1109122.370128204
133,finals_2021_134,5,-75208.17946695705,132794.92444310526,,421550.4785310022,,-302699.3666282445,323158.83345355146
134,finals_2021_135,5,927136.4190128384,1712372.514550699,468870.5401308664,0.0,5397821.856451456,,
135,finals_2021_136,5,-33336.605691626646,-138937.81511100073,122413.64266734572,,421648.0709417285,-27022.957847846563,
136,finals_2021_137,5,-5387831.510070004,,-65017.79469367721,0.0,-3225171.4480238343,825239.3907319893,
137,finals_2021_138,5,,122940.30450705386,-68697.76151757377,162835.05202129047,1148276.8024411288,-601962.8358915618,
138,finals_2021_139,5,235720.545609573,234012.4016577322,,777308.6599369141,1329525.5047949103,-2164523.6976805087,
139,finals_2021_140,5,-2054914.3468447092,-546225.9551748883,-61864.62538084374,-2145407.560005234,,-6366525.268184194,
140,finals_2021_141,5,-8955457.975347973,-518046.4393457633,3792975.4207469015,,-1909003.273783566,,105071.70155261474
141,finals_2021_142,5,-662997.7564998887,,-206766.50709466435,233385.24926114624,-89213.59012505492,,-239812.64983699
142,finals_2021_143,5,,76186.45844510497,-124810.15469271084,407171.3517243833,1346241.6512843678,,906872.0738999916
143,finals_2021_144,5,-6100564.333980196,-511983.4612893074,,-15677788.875867192,-229879.89199397436,,929812.4347337516
144,finals_2021_145,5,166751.99227536033,278183.18431255314,35628.76275156735,1680005.225952917,,,969772.8900732816
145,finals_2021_146,5,37620.93759025809,,-79542.97853052894,,1538096.5969733612,-646071.8421305058,1548318.034711589
146,finals_2021_147,5,,150353.18402338674,-63664.74193825124,,1316760.5288285636,-741454.1380078561,904104.1895844009
147,finals_2021_148,5,40355.12670793204,107896.19207749872,,,1119277.433643735,-463840.791246688,1090395.3040085104
148,finals_2021_149,5,-367914.4107730308,348836.99587346194,398248.7273352563,,,0.0,4943615.157950439
149,finals_2021_150,5,,,-114508.93687680156,4854662.72341893,-3363326.758106045,-6256600.84380973,-43901.16325427048
150,finals_2021_151,5,-101625.76928293526,,,600071.1237066027,945446.8727215604,-1543905.3598460697,170594.4671107148
151,finals_2021_152,5,-14384.309950915314,,246491.87296453008,279496.4427711594,,12751.162552371095,1119835.1017890992
152,finals_2021_153,5,,-22517.846669172177,,120288.76416145776,440721.7117518546,-1047758.6217136903,241128.14151897567
153,finals_2021_154,5,,224253.85994613272,-116717.6935607502,1254565.4626160068,,-1009379.3145841068,1745686.587072112
154,finals_2021_155,5,-267698.629503716,-561731.555814864,,-442282.3531002304,,174152.0267853565,4196.0752773504
155,finals_2021_156,5,-238126.42271804812,218812.59950207,99441.86886818502,534151.0662939444,638421.1733463756,,
156,finals_2021_157,5,1027237.8167317838,1964890.172202997,-111856.46291525412,,5582979.777798164,0.0,
157,finals_2021_158,5,-609829.4377781486,,450168.41311322927,1913958.537287313,666664.1624008855,0.0,
158,finals_2021_159,5,,-526844.0967772221,-109745.76904418804,-510743.1345824111,-2597061.3493227,-7627256.435678924,
159,finals_2021_160,5,-198521.21752520293,102947.47095962024,,-189357.98835349263,1177171.9469251963,0.0,
160,finals_2021_161,5,-320712.2457719859,273052.6540273129,375143.8734256192,-1078367.2062132522,,-804802.6844153507,
161,finals_2021_162,5,-9286474.613542749,-522985.2040904094,3805906.869327043,,-3193925.131108958,,2153236.893470909
162,finals_2021_163,5,-1166485.099149655,,1464103.139658141,-3199139.8724163943,-3098890.302523467,,-391978.9330730391
163,finals_2021_164,5,,639092.0265231238,27401.03126887694,0.0,1460924.6501083437,,2447619.155656049
164,finals_2021_165,5,-194678.10591553693,25711.81204480129,,195851.26975232887,932542.0300936346,,-142695.53054624103
165,finals_2021_166,5,-308369.40426873363,43366.17915037609,612932.3096066698,-626602.626638433,,,133049.1888835167
166,finals_2021_167,5,-169117.55418704322,,-179547.93088795443,,462092.66582884535,-454618.3642118216,-370575.4362271749
167,finals_2021_168,5,,186986.61564359095,-39099.74509983346,,1070320.3096160253,0.0,1343757.8124726738
168,finals_2021_169,5,60112.86510218384,49230.26724073231,,,1184446.0230880026,-1685887.3384945472,1052067.509945666
169,finals_2021_170,5,-4513199.7354642,-657449.6001897813,-184232.35509594585,,,3947497.2135899216,-202309.94518994231
170,finals_2021_171,5,,,-84371.90578350199,483609.0059427783,271021.6952855641,-3293333.2594108046,701563.7578512258
171,finals_2021_172,5,-184161.3507994325,,,479469.85490075307,968087.535887948,-979443.2008683906,398112.9395074703
172,finals_2021_173,5,272682.58354230504,,-102833.68775847112,849802.332218341,,-1569345.3318181052,793220.8639971192
173,finals_2021_174,5,,-37514.339279667685,,549752.691936848,917401.6273043808,-1441581.497991663,163906.4553437374
174,finals_2021_175,5,,152825.36265208278,-84025.78155878323,952365.575295339,,-1184544.0822111007,1362221.1980423655
175,finals_2021_176,5,-101948.4545529316,174329.63904922342,,695750.04867897,,-279253.4799131358,1272161.9250160134
